conml,gvkey,Rating,state,year,PerCapitaIncome,GDP_per_capita,debt_at,debt_assets,debt_ebitda,cash_debt,ratio_year
Pitney Bowes Inc.,8606,BBB,Connecticut,2015,68368,0.0731429541565634,0.493,0.934,3.662,0.107,2015
Pepco Holdings Inc.,8694,BBB+,District of Columbia,2015,75457,0.18485889843056,0.382,0.722,4.875,0.076,2015
Precision Castparts Corp.,8717,A-,Oregon,2015,45163,0.0504803535641288,0.239,0.428,1.697,0.201,2015
PNM Resources Inc.,8807,BBB+,New Mexico,2015,38320,0.0437095646322126,0.368,0.694,4.457,0.103,2015
Public Service Enterprise Group Inc,8810,BBB+,New Jersey,2015,61153,0.0641767899206457,0.256,0.65,2.042,0.137,2015
PulteGroup Inc,8823,BB+,Georgia,2015,41804,0.0506710896072849,0.229,0.449,2.686,0.082,2015
Questar Corp,8873,A,Utah,2015,40899,0.0499416634387885,0.375,0.69,2.558,0.148,2015
Raytheon Co.,8972,A,Massachusetts,2015,63618,0.074059701852808,0.188,0.639,1.578,0.12,2015
AutoNation Inc,9063,BBB-,Florida,2015,45273,0.0444234170031415,0.612,0.744,5.255,0.077,2015
Ryder System Inc,9299,BBB,Florida,2015,45273,0.0444234170031415,0.484,0.817,3.061,0.174,2015
St. Jude Medical Inc.,9372,A-,Minnesota,2015,52355,0.0607559021910124,0.4,0.605,2.432,0.219,2015
SCANA Corp,9445,BBB+,South Carolina,2015,39446,0.0417013461740521,0.384,0.681,4.347,0.062,2015
Sealed Air Corp,9555,BB,North Carolina,2015,41839,0.050122223212422,0.569,0.878,4.124,-0.029,2015
Service Corp International,9611,BB+,Texas,2015,46553,0.0569483476844751,0.26,0.89,4.207,0.03,2015
Sherwin-Williams Co (The),9667,A,Ohio,2015,44405,0.0524484858094154,0.361,0.866,1.245,0.23,2015
Snap-On Inc,9778,A-,Wisconsin,2015,46859,0.0532029321603766,0.215,0.478,1.132,0.191,2015
KeyCorp,9783,BBB+,Ohio,2015,44405,0.0524484858094154,0.109,0.888,5.042,0.016,2015
Sonoco Products Co,9815,BBB+,South Carolina,2015,39446,0.0417013461740521,0.299,0.637,1.983,0.155,2015
South Jersey Industries Inc.,9831,BBB+,New Jersey,2015,61153,0.0641767899206457,0.392,0.717,5.848,0.067,2015
Pioneer Energy Services Corp,9835,B+,Texas,2015,46553,0.0569483476844751,0.401,0.583,2.673,0.344,2015
Edison International,9846,BBB+,California,2015,55833,0.0657700868581657,0.246,0.739,2.97,0.087,2015
American States Water Co,9849,A+,California,2015,55833,0.0657700868581657,0.242,0.642,2.022,0.187,2015
Southern Co (The),9850,A-,Georgia,2015,41804,0.0506710896072849,0.363,0.705,4.097,0.117,2015
Southwest Airlines Co.,9882,BBB,Texas,2015,46553,0.0569483476844751,0.128,0.667,0.562,0.216,2015
Southwest Gas Holdings Inc,9890,BBB+,Nevada,2015,44314,0.0500722198832971,0.305,0.701,2.868,0.093,2015
AT&T Inc,9899,BBB+,Texas,2015,46553,0.0569483476844751,0.316,0.71,2.997,0.152,2015
Southwestern Energy Co,9904,BBB-,Texas,2015,46553,0.0569483476844751,0.39,0.591,2.926,0.228,2015
CalAtlantic Group Inc,10002,BB,California,2015,55833,0.0657700868581657,0.533,0.599,6.203,-0.145,2015
Stanley Black & Decker Inc,10016,A,Connecticut,2015,68368,0.0731429541565634,0.265,0.626,2.23,0.139,2015
State Street Corporation,10035,A,Massachusetts,2015,63618,0.074059701852808,0.087,0.922,4.045,-0.002,2015
Stryker Corp,10115,A+,Michigan,2015,43477,0.0476402615258291,0.215,0.494,1.625,0.195,2015
SunTrust Banks Inc.,10187,BBB+,Georgia,2015,41804,0.0506710896072849,0.09,0.877,3.877,-0.007,2015
SilverBow Resources Inc,10221,D,Texas,2015,46553,0.0569483476844751,0.733,0.868,-0.817,0.222,2015
TECO Energy Inc.,10277,BBB+,Florida,2015,45273,0.0444234170031415,0.441,0.708,4.34,0.108,2015
Allegheny Technologies Inc,10405,BB-,Pennsylvania,2015,50407,0.0556743752320133,0.236,0.586,7.681,0.014,2015
Teleflex Inc,10407,BB,Pennsylvania,2015,50407,0.0556743752320133,0.275,0.517,2.68,0.139,2015
Telephone and Data Systems Inc.,10411,BB,Illinois,2015,51753,0.0618501812711541,0.227,0.491,2.207,0.089,2015
Tenneco Inc,10443,BB+,Illinois,2015,51753,0.0618501812711541,0.3,0.862,1.592,0.099,2015
Andeavor,10466,BB+,Texas,2015,46553,0.0569483476844751,0.248,0.557,1.118,0.142,2015
Texas Instruments Inc,10499,A+,Texas,2015,46553,0.0569483476844751,0.265,0.408,0.849,0.531,2015
Textron Inc,10519,BBB,Rhode Island,2015,49939,0.053557972283903,0.26,0.697,2.357,0.117,2015
Thermo Fisher Scientific Inc,10530,BBB,Massachusetts,2015,63618,0.074059701852808,0.339,0.511,3.447,0.117,2015
Six Flags Entertainment Corp,10567,BB,Texas,2015,46553,0.0569483476844751,0.567,0.767,3.557,0.209,2015
Timken Co (The),10581,BBB-,Ohio,2015,44405,0.0524484858094154,0.207,0.509,1.408,0.217,2015
Globe Life Inc,10614,A,Texas,2015,46553,0.0569483476844751,0.064,0.776,1.423,0.056,2015
Total System Services Inc.,10631,BBB+,Georgia,2015,41804,0.0506710896072849,0.378,0.529,1.811,0.279,2015
Tribune Media Co,10726,BB-,Illinois,2015,51753,0.0618501812711541,0.325,0.575,6.809,0.061,2015
Trinity Industries Inc.,10735,BBB-,Texas,2015,46553,0.0569483476844751,0.407,0.584,2.348,0.154,2015
United Airlines Holdings Inc,10795,BB-,Illinois,2015,51753,0.0618501812711541,0.306,0.885,1.756,0.075,2015
USG Corp,10816,BB-,Illinois,2015,51753,0.0618501812711541,0.558,0.886,6.054,0.048,2015
Ameren Corp,10860,BBB+,Missouri,2015,43153,0.0484109476505221,0.31,0.699,3.4,0.098,2015
Union Pacific Corp,10867,A,Nebraska,2015,50725,0.0611565095964261,0.236,0.608,1.202,0.234,2015
Unit Corp,10877,BB-,Oklahoma,2015,44192,0.0471007545721959,0.235,0.491,-1.049,0.331,2015
Unitedhealth Group Inc,10903,A+,Minnesota,2015,52355,0.0607559021910124,0.228,0.637,1.659,0.153,2015
UMB Financial Corp,10916,A-,Missouri,2015,43153,0.0484109476505221,0.099,0.901,5.077,0.015,2015
United Parcel Service Inc,10920,A+,Georgia,2015,41804,0.0506710896072849,0.346,0.947,1.522,0.172,2015
Raytheon Technologies Corp,10983,A-,Massachusetts,2015,63618,0.074059701852808,0.236,0.654,2.136,0.125,2015
Scientific Games Corp,10991,B+,Nevada,2015,44314,0.0500722198832971,0.897,1.038,11.455,0.02,2015
Unitil Corp,10999,BBB+,New Hampshire,2015,54533,0.0567456130504733,0.35,0.726,3.25,0.116,2015
Universal Health Services Inc.,11032,BB+,Pennsylvania,2015,50407,0.0556743752320133,0.345,0.53,1.9,0.21,2015
V.F. Corp,11060,A,Colorado,2015,52254,0.0583405603359469,0.229,0.482,1.099,0.39,2015
Valmont Industries Inc,11094,BBB+,Nebraska,2015,50725,0.0611565095964261,0.299,0.556,2.211,0.118,2015
Vishay Intertechnology Inc.,11191,BB+,Pennsylvania,2015,50407,0.0556743752320133,0.138,0.441,1.217,0.202,2015
Vulcan Materials Co,11228,BB+,Alabama,2015,38891,0.0412578696453489,0.252,0.486,2.701,0.067,2015
Graham Holdings Co,11300,BB+,Virginia,2015,52742,0.0579456978682122,0.1,0.448,1.735,0.144,2015
Avista Corp,11304,BBB,Washington,2015,53870,0.0658466478783113,0.349,0.681,4.206,0.083,2015
Westmoreland Coal Co,11440,B,Colorado,2015,52254,0.0583405603359469,0.575,1.23,5.558,0.023,2015
Weyerhaeuser Co,11456,BBB,Washington,2015,53870,0.0658466478783113,0.414,0.614,4.432,0.133,2015
Whirlpool Corp,11465,BBB,Michigan,2015,43477,0.0476402615258291,0.237,0.704,2.18,0.104,2015
Williams Cos Inc. (The),11506,BB+,Oklahoma,2015,44192,0.0471007545721959,0.45,0.62,7.608,0.07,2015
WEC Energy Group Inc,11550,A-,Wisconsin,2015,46859,0.0532029321603766,0.346,0.701,4.522,0.112,2015
Alliant Energy Corp,11554,A-,Wisconsin,2015,46859,0.0532029321603766,0.318,0.69,3.869,0.106,2015
Integrys Holding Inc,11555,A-,Wisconsin,2015,46859,0.0532029321603766,0.295,0.701,4.675,0.076,2015
Wolverine World Wide Inc.,11566,BB+,Michigan,2015,43477,0.0476402615258291,0.339,0.61,2.876,0.201,2015
Xerox Holdings Corp,11636,BBB,Connecticut,2015,68368,0.0731429541565634,0.29,0.605,2.808,0.124,2015
Key Energy Services Inc.,11644,CCC+,Texas,2015,46553,0.0569483476844751,0.414,0.606,-57.239,0.129,2015
Yellow Corp,11649,B-,Kansas,2015,47343,0.0529443168142025,0.553,1.232,3.642,0.012,2015
York Water Co (The),11657,A-,Pennsylvania,2015,50407,0.0556743752320133,0.279,0.654,2.98,0.094,2015
Zions Bancorporation NA,11687,BBB-,Utah,2015,40899,0.0499416634387885,0.022,0.87,1.564,0.009,2015
Stifel Financial Corp.,11770,BBB-,Missouri,2015,43153,0.0484109476505221,0.162,0.747,3.842,0.035,2015
Associated Banc-Corp,11842,BBB,Wisconsin,2015,46859,0.0532029321603766,0.162,0.894,9.018,0.009,2015
NMI Holdings Inc,11854,BB-,California,2015,55833,0.0657700868581657,0.0,0.111,0.0,-0.579,2015
Truist Financial Corp,11856,A-,North Carolina,2015,41839,0.050122223212422,0.139,0.869,5.369,0.02,2015
Valley National Bancorp,11861,BBB+,New York,2015,59243,0.075586163611226,0.145,0.899,9.531,0.011,2015
First Midwest Bancorp Inc,11896,BBB-,Illinois,2015,51753,0.0618501812711541,0.037,0.884,1.619,0.015,2015
Anadarko Petroleum Corp,11923,BBB,Texas,2015,46553,0.0569483476844751,0.296,0.64,101.815,0.215,2015
EMC Corp,12053,A,Massachusetts,2015,63618,0.074059701852808,0.144,0.504,1.118,0.292,2015
Morgan Stanley,12124,BBB+,New York,2015,59243,0.075586163611226,0.418,0.909,27.515,0.002,2015
Cypress Semiconductor Corp,12215,BB-,California,2015,55833,0.0657700868581657,0.15,0.333,7.385,0.191,2015
AMAG Pharmaceuticals Inc,12250,B+,Massachusetts,2015,63618,0.074059701852808,0.343,0.616,3.352,0.012,2015
Harley-Davidson Inc.,12389,A-,Wisconsin,2015,46859,0.0532029321603766,0.599,0.722,3.976,0.173,2015
Engility Holdings Inc,12413,B+,Virginia,2015,52742,0.0579456978682122,0.426,0.634,5.428,0.158,2015
Portland General Electric Co,12428,BBB,Oregon,2015,45163,0.0504803535641288,0.33,0.709,3.918,0.101,2015
NVR Inc.,12459,BBB+,Virginia,2015,52742,0.0579456978682122,0.242,0.514,1.012,0.15,2015
Altice usa inc,12485,BB-,New York,2015,59243,0.075586163611226,1.435,1.741,5.513,0.117,2015
Encompass Health Corp,12589,BB-,Alabama,2015,38891,0.0412578696453489,0.636,0.77,3.583,0.17,2015
CNO Financial Group Inc,12603,BB+,Indiana,2015,42650,0.0498648088757044,0.122,0.856,5.543,0.005,2015
M/I Homes Inc,12615,B,Ohio,2015,44405,0.0524484858094154,0.426,0.566,5.196,-0.199,2015
Fiserv Inc.,12635,BBB,Wisconsin,2015,46859,0.0532029321603766,0.428,0.667,2.31,0.216,2015
Carmike Cinemas Inc,12669,B+,Georgia,2015,41804,0.0506710896072849,0.505,0.68,4.001,0.064,2015
Unum Group,12726,BBB,Tennessee,2015,42626,0.0491048630212845,0.047,0.862,3.727,0.023,2015
Pilgrim's Pride Corp,12785,BB+,Colorado,2015,52254,0.0583405603359469,0.251,0.563,0.558,1.157,2015
CoreLogic Inc,12796,BB,California,2015,55833,0.0657700868581657,0.378,0.708,4.077,0.13,2015
Axiall Corp,12895,BB,Georgia,2015,41804,0.0506710896072849,0.269,0.565,3.418,0.094,2015
Markel Corp,12909,BBB+,Virginia,2015,52742,0.0579456978682122,0.089,0.692,3.336,0.041,2015
Synovus Financial Corp.,13041,BB+,Georgia,2015,41804,0.0506710896072849,0.082,0.891,3.897,0.016,2015
Progressive Corp (The),13341,A+,Ohio,2015,44405,0.0524484858094154,0.091,0.733,1.151,0.092,2015
RLI Corp,13342,BBB+,Illinois,2015,51753,0.0618501812711541,0.053,0.691,0.786,0.064,2015
Cadence Design Systems Inc,13421,BBB-,California,2015,55833,0.0657700868581657,0.185,0.501,1.234,0.169,2015
Level 3 Communications Inc,13440,BB-,Colorado,2015,52254,0.0583405603359469,0.534,0.682,4.506,0.08,2015
WhiteWave Foods Co (The),13540,BB,Colorado,2015,52254,0.0583405603359469,0.47,0.69,3.853,0.124,2015
Celgene Corp,13599,BBB+,New Jersey,2015,61153,0.0641767899206457,0.46,0.687,3.366,0.259,2015
Alliance HealthCare Services Inc,13657,B+,California,2015,55833,0.0657700868581657,0.966,1.163,4.411,0.164,2015
DENTSPLY SIRONA Inc,13700,BBB+,North Carolina,2015,41839,0.050122223212422,0.276,0.493,2.181,0.241,2015
ViacomCBS Inc,13714,BBB,New York,2015,59243,0.075586163611226,0.332,0.737,2.584,0.075,2015
Zoetis Inc,13721,BBB-,New Jersey,2015,61153,0.0641767899206457,0.554,0.806,2.504,0.119,2015
Vector Group Ltd,13963,B,Florida,2015,45273,0.0444234170031415,0.596,1.002,3.624,0.069,2015
Schwab (Charles) Corp,13988,A,California,2015,55833,0.0657700868581657,0.012,0.924,0.774,0.016,2015
Clean Harbors Inc,14027,BB+,Massachusetts,2015,63618,0.074059701852808,0.382,0.677,2.559,0.122,2015
McClatchy Co (The),14163,B-,California,2015,55833,0.0657700868581657,0.44,0.841,5.314,0.07,2015
BancorpSouth Bank,14219,BBB-,Mississippi,2015,35206,0.035278207484697,0.042,0.879,1.677,0.012,2015
First Republic Bank,14275,A-,California,2015,55833,0.0657700868581657,0.102,0.901,5.084,0.011,2015
Amphenol Corp,14282,BBB+,Connecticut,2015,68368,0.0731429541565634,0.384,0.576,2.144,0.215,2015
Akorn Inc,14304,B,Illinois,2015,51753,0.0618501812711541,0.55,0.757,2.779,0.02,2015
Pioneer Natural Resources Co,14359,BBB-,Texas,2015,46553,0.0569483476844751,0.183,0.41,3.75,0.373,2015
United States Cellular Corp,14369,BB,Illinois,2015,51753,0.0618501812711541,0.181,0.48,1.989,0.054,2015
ManpowerGroup Inc,14370,BBB,Wisconsin,2015,46859,0.0532029321603766,0.077,0.603,0.696,0.072,2015
Sotheby's,14412,BB,New York,2015,59243,0.075586163611226,0.381,0.692,3.811,0.02,2015
MGM Resorts International,14418,B+,Nevada,2015,44314,0.0500722198832971,0.512,0.686,7.173,0.059,2015
Waste Management Inc.,14477,A-,Texas,2015,46553,0.0569483476844751,0.443,0.734,2.591,0.15,2015
Scripps (E.W.) Co (The),14535,BB,Ohio,2015,44405,0.0524484858094154,0.222,0.476,3.423,0.199,2015
Freeport-McMoRan Inc,14590,BBB-,Arizona,2015,39718,0.0437231575846351,0.369,0.641,-2.533,0.158,2015
The ODP Corporation,14624,B-,Florida,2015,45273,0.0444234170031415,0.235,0.756,2.218,0.03,2015
Meritage Homes Corp,14790,BB-,Arizona,2015,39718,0.0437231575846351,0.377,0.535,4.745,-0.175,2015
Arch Coal Inc,14793,SD,Missouri,2015,43153,0.0484109476505221,0.673,0.869,-2.855,-0.005,2015
Berkley (W.R.) Corp,14822,BBB+,Connecticut,2015,68368,0.0731429541565634,0.111,0.789,2.645,0.043,2015
Cincinnati Financial Corp,14824,BBB+,Ohio,2015,44405,0.0524484858094154,0.046,0.654,0.86,0.072,2015
Old Republic International Corp,14828,BBB+,Illinois,2015,51753,0.0618501812711541,0.056,0.771,1.459,-0.014,2015
Devon Energy Corp,14934,BBB+,Oklahoma,2015,44192,0.0471007545721959,0.275,0.5,-1.36,0.246,2015
Laboratory Corp of America Holdings,14960,BBB,North Carolina,2015,41839,0.050122223212422,0.466,0.661,3.692,0.166,2015
Valero Energy Corp,15247,BBB,Texas,2015,46553,0.0569483476844751,0.155,0.532,0.769,0.174,2015
TriMas Corp,15252,BB-,Michigan,2015,43477,0.0476402615258291,0.373,0.599,4.193,0.115,2015
IDEX Corp,15267,BBB,Illinois,2015,51753,0.0618501812711541,0.303,0.496,1.714,0.259,2015
TCF Financial Corp,15363,BBB-,Michigan,2015,43477,0.0476402615258291,0.062,0.889,2.21,0.018,2015
Brown & Brown Inc,15417,BBB-,Florida,2015,45273,0.0444234170031415,0.237,0.572,2.443,0.135,2015
AbbVie Inc,16101,A,Illinois,2015,51753,0.0618501812711541,0.574,0.917,2.738,0.138,2015
People's United Financial Inc,16245,BBB+,Connecticut,2015,68368,0.0731429541565634,0.119,0.873,7.09,0.011,2015
Lear Corp,16477,BBB-,Michigan,2015,43477,0.0476402615258291,0.2,0.691,1.244,0.152,2015
EOG Resources Inc.,16478,A-,Texas,2015,46553,0.0569483476844751,0.196,0.496,-3.578,0.507,2015
Boise Cascade Co,16486,BB-,Idaho,2015,39783,0.0400240088331186,0.255,0.598,1.841,0.14,2015
Lattice Semiconductor Corp,16597,B+,Oregon,2015,45163,0.0504803535641288,0.332,0.494,9.968,0.577,2015
Taylor Morrison Home Corp,16653,BB-,Arizona,2015,39718,0.0437231575846351,0.41,0.536,5.415,-0.057,2015
Houghton Mifflin Harcourt Co,16738,B+,Massachusetts,2015,63618,0.074059701852808,0.16,0.498,7.136,0.392,2015
Elah Holdings Inc,16878,B,Texas,2015,46553,0.0569483476844751,0.421,0.764,5.697,-0.384,2015
Navigators Group Inc (The),17074,BBB,Connecticut,2015,68368,0.0731429541565634,0.058,0.768,1.85,0.065,2015
Selective Insurance Group Inc,17115,BBB-,New Jersey,2015,61153,0.0641767899206457,0.057,0.805,1.256,0.044,2015
SVB Financial Group,17120,BBB,California,2015,55833,0.0657700868581657,0.018,0.908,0.851,0.007,2015
Webster Financial Corp,17150,BBB-,Connecticut,2015,68368,0.0731429541565634,0.159,0.899,8.743,0.013,2015
Kindred Healthcare Inc,17239,B+,Kentucky,2015,39199,0.0435653740553496,0.496,0.745,5.895,0.025,2015
Hemisphere Media Group Inc,17687,B,Florida,2015,45273,0.0444234170031415,0.42,0.497,4.267,0.089,2015
CST Brands Inc,17699,BB,Texas,2015,46553,0.0569483476844751,0.361,0.588,2.586,0.17,2015
Century Communities Inc,18004,B,Colorado,2015,52254,0.0583405603359469,0.303,0.501,4.184,-0.417,2015
CommScope Holding Co Inc,18036,BB-,North Carolina,2015,41839,0.050122223212422,0.633,0.789,5.62,0.079,2015
SAExploration Holdings Inc,18235,B-,Texas,2015,46553,0.0569483476844751,0.812,1.137,3.733,-0.085,2015
KCG Holdings Inc,18246,BB-,New York,2015,59243,0.075586163611226,0.542,0.773,5.702,0.046,2015
Stonegate Mortgage Corp,18287,B,Indiana,2015,42650,0.0498648088757044,0.714,0.827,-62.622,-0.426,2015
Clearway Energy Inc,18293,BB+,New Jersey,2015,61153,0.0641767899206457,0.687,0.73,7.249,0.052,2015
Envision Healthcare Holdings Inc,18432,BB-,Colorado,2015,52254,0.0583405603359469,0.431,0.634,3.856,0.093,2015
Antero Resources Corporation,18465,BB,Colorado,2015,52254,0.0583405603359469,0.348,0.495,1.349,0.164,2015
Murphy USA Inc,18498,BB+,Arkansas,2015,39513,0.0395340504921344,0.263,0.579,1.15,0.284,2015
Gaming and Leisure Properties Inc,18792,BB+,Pennsylvania,2015,50407,0.0556743752320133,1.014,1.061,10.075,0.102,2015
Surgical Care Affiliates Inc,18841,B+,Illinois,2015,51753,0.0618501812711541,0.436,0.634,3.06,0.198,2015
Twitter Inc,18872,BB-,California,2015,55833,0.0657700868581657,0.27,0.334,-8.29,0.042,2015
RSP Permian Inc,19171,B+,Texas,2015,46553,0.0569483476844751,0.222,0.405,2.941,0.231,2015
Rice Energy Inc,19377,B,Pennsylvania,2015,50407,0.0556743752320133,0.328,0.496,6.022,0.054,2015
Continental Building Products Inc,19442,BB-,Virginia,2015,52742,0.0579456978682122,0.487,0.556,3.447,0.201,2015
Fortress Transportation and Infrastructure Investors LLC,19484,B,New York,2015,59243,0.075586163611226,0.312,0.366,11.734,-0.046,2015
Outfront Media Inc,19507,BB-,New York,2015,59243,0.075586163611226,0.565,0.656,5.795,0.102,2015
ONE Gas Inc,19517,A-,Oklahoma,2015,44192,0.0471007545721959,0.265,0.603,3.315,0.086,2015
Gannett Co Inc,19574,B,Virginia,2015,52742,0.0579456978682122,0.309,0.467,2.553,0.122,2015
Tribune Publishing Co,19578,B,Illinois,2015,51753,0.0618501812711541,0.496,0.991,3.934,0.192,2015
Time Inc,19580,BB,New York,2015,59243,0.075586163611226,0.246,0.532,2.837,0.093,2015
CorePoint Lodging Inc,19800,BB-,Texas,2015,46553,0.0569483476844751,0.565,0.743,4.965,0.116,2015
Smart & Final Stores Inc,19843,B+,California,2015,55833,0.0657700868581657,0.337,0.696,4.492,0.103,2015
Memorial Resource Development Corp,20168,B,Texas,2015,46553,0.0569483476844751,0.551,0.675,-5.563,0.165,2015
Iconix Brand Group Inc,20204,B,New York,2015,59243,0.075586163611226,0.498,0.641,7.555,0.09,2015
Caesars Entertainment Corp,20423,CCC-,Nevada,2015,44314,0.0500722198832971,0.723,0.944,11.591,-0.028,2015
Rayonier Advanced Materials Inc,20502,BB,Florida,2015,45273,0.0444234170031415,0.715,1.036,3.598,0.137,2015
Montage Resources Corp,20513,B-,Texas,2015,46553,0.0569483476844751,0.217,0.322,24.467,0.032,2015
Synchrony Financial,20686,BBB-,Connecticut,2015,68368,0.0731429541565634,0.362,0.851,6.518,0.082,2015
TerraForm Power Inc,20739,B-,New York,2015,59243,0.075586163611226,0.466,0.54,8.783,0.045,2015
Avanos Medical Inc,21352,BB,Georgia,2015,41804,0.0506710896072849,0.256,0.418,2.385,0.143,2015
California Resources Corp,21431,BB-,California,2015,55833,0.0657700868581657,0.529,0.796,-3.591,0.24,2015
B/E Aerospace Inc,21487,BB+,Florida,2015,45273,0.0444234170031415,0.659,0.981,3.668,0.079,2015
Kemper Corp,21503,BBB-,Illinois,2015,51753,0.0618501812711541,0.097,0.741,2.358,0.023,2015
Univar Solutions Inc,21515,B+,Illinois,2015,51753,0.0618501812711541,0.584,0.909,7.134,0.022,2015
Citizens Financial Group Inc,21825,BBB+,Rhode Island,2015,49939,0.053557972283903,0.104,0.856,6.172,0.012,2015
Metaldyne Performance Group Inc,21845,BB-,Michigan,2015,43477,0.0476402615258291,0.6,0.824,3.82,0.113,2015
Baxalta Inc,22734,BBB,Illinois,2015,51753,0.0618501812711541,0.497,0.534,2.569,0.452,2015
Chemours Co (The),22741,BB,Delaware,2015,48017,0.0760134374216469,0.624,0.673,6.78,0.219,2015
Trimble Inc,22815,BBB-,California,2015,55833,0.0657700868581657,0.185,0.39,1.89,0.27,2015
Comstock Resources Inc.,23002,B-,Texas,2015,46553,0.0569483476844751,0.606,0.713,-3.072,0.286,2015
Benchmark Electronics Inc,23084,BB,Arizona,2015,39718,0.0437231575846351,0.006,0.223,0.06,0.352,2015
Orbital ATK Inc,23220,BB+,Virginia,2015,52742,0.0579456978682122,0.288,0.662,3.887,0.084,2015
Cable One Inc,23225,BB,Arizona,2015,39718,0.0437231575846351,0.208,0.516,0.931,0.504,2015
Covanta Holding Corp,23485,BB-,New Jersey,2015,61153,0.0641767899206457,0.553,0.841,6.442,0.1,2015
Horizon Global Corp,23540,B,Michigan,2015,43477,0.0476402615258291,0.291,0.714,2.884,0.18,2015
Community Health Systems Inc,23714,B+,Tennessee,2015,42626,0.0491048630212845,0.621,0.826,5.869,0.071,2015
ION Geophysical Corp,23810,CCC,Texas,2015,46553,0.0569483476844751,0.367,0.766,-7.858,0.27,2015
Columbia Pipeline Group Inc,23827,BBB-,Texas,2015,46553,0.0569483476844751,0.287,0.542,4.091,0.142,2015
United States Steel Corp,23978,BB-,Pennsylvania,2015,50407,0.0556743752320133,0.302,0.695,5.254,0.175,2015
FirstCash Inc,24157,BB,Texas,2015,46553,0.0569483476844751,0.329,0.388,1.718,0.367,2015
AES Corp (The),24216,BB-,Virginia,2015,52742,0.0579456978682122,0.542,0.807,5.513,0.059,2015
Hancock Whitney Corp,24232,BBB,Mississippi,2015,35206,0.035278207484697,0.07,0.884,3.358,0.019,2015
Kaiser Aluminum Corp,24293,BB,California,2015,55833,0.0657700868581657,0.214,0.43,1.672,0.171,2015
MGIC Investment Corp,24379,B+,Wisconsin,2015,46859,0.0532029321603766,0.238,0.743,2.262,-0.097,2015
Zebra Technologies Corp.,24405,BB-,Illinois,2015,51753,0.0618501812711541,0.58,0.816,5.822,0.055,2015
ProAssurance Corp,24440,BBB+,Alabama,2015,38891,0.0412578696453489,0.064,0.588,1.398,0.032,2015
BOK Financial Corp,24447,A-,Oklahoma,2015,44192,0.0471007545721959,0.162,0.888,6.565,-0.001,2015
Biogen Inc,24468,A-,Massachusetts,2015,63618,0.074059701852808,0.124,0.319,0.377,0.84,2015
