,Company,gvkey,state,year,PerCapitaIncome,GDP_per_capita,debt_at,debt_assets,debt_ebitda,cash_debt,flood_count,heat_count,tornado_count,tropical_storm_count,wildfire_count,winter_storm_count,flood_crop,heat_crop,tornado_crop,tropical_storm_crop,wildfire_crop,winter_storm_crop,flood_property,heat_property,tornado_property,tropical_storm_property,wildfire_property,winter_storm_property,flood_injury,heat_injury,tornado_injury,tropical_storm_injury,wildfire_injury,winter_storm_injury,flood_death,heat_death,tornado_death,tropical_storm_death,wildfire_death,winter_storm_death,avg_tornado_scale,flood_dummy,heat_dummy,tornado_dummy,tropical_storm_dummy,wildfire_dummy,winter_storm_dummy,Rating_num
66,CMS Energy Corp,3439,Michigan,2015,43477,0.0476402615258291,0.455,0.8009999999999999,4.522,0.09300000000000001,3.0,0.0,16.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,5341000.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5625,1,0,1,0,0,1,4
67,Continental Resources Inc,3469,Oklahoma,2015,44192,0.0471007545721959,0.439,0.682,3.0669999999999997,0.33,158.0,10.0,129.0,0.0,8.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,465000.0,0.0,59120000.0,0.0,550000.0,3434000.0,0.0,116.0,55.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,1.6666666666666667,1,1,1,0,1,1,4
68,Cooper Tire & Rubber Co,3502,Ohio,2015,44405,0.0524484858094154,0.132,0.625,0.762,0.19899999999999998,116.0,0.0,7.0,0.0,0.0,76.0,275000.0,0.0,5000.0,0.0,0.0,0.0,13578000.0,0.0,890000.0,0.0,0.0,5050000.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,1,0,1,0,0,1,5
69,Molson Coors Beverage Company,3505,Colorado,2015,52254,0.0583405603359469,0.237,0.43200000000000005,4.78,0.20800000000000002,20.0,0.0,57.0,0.0,0.0,212.0,1615000.0,0.0,100000.0,0.0,0.0,0.0,7315000.0,0.0,229500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3508771929824561,1,0,1,0,0,1,4
70,Corning Inc,3532,New York,2015,59243,0.075586163611226,0.12300000000000001,0.28800000000000003,1.281,0.56,12.0,0.0,2.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,35000.0,0.0,0.0,695000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1,0,0,1,4
71,Crane Co.,3580,Connecticut,2015,68368,0.0731429541565634,0.252,0.6859999999999999,1.865,0.111,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,4
72,OneMain Holdings Inc,3592,Indiana,2015,42650,0.0498648088757044,0.67,0.813,8.18,0.043,125.0,15.0,24.0,0.0,0.0,33.0,1113000.0,0.0,5750.0,0.0,0.0,0.0,195000.0,0.0,1044000.0,0.0,0.0,100000.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1,1,1,0,0,1,6
73,Chemtura Corp,3607,Pennsylvania,2015,50407,0.0556743752320133,0.218,0.606,2.1919999999999997,-0.048,35.0,14.0,12.0,0.0,11.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,181000.0,0.0,5265000.0,0.0,3500.0,600000.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.5,1,1,1,0,1,1,5
74,Crown Holdings Inc,3619,Pennsylvania,2015,50407,0.0556743752320133,0.5670000000000001,0.9640000000000001,4.725,0.098,35.0,14.0,12.0,0.0,11.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,181000.0,0.0,5265000.0,0.0,3500.0,600000.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.5,1,1,1,0,1,1,5
75,Cullen/Frost Bankers Inc,3643,Texas,2015,46553,0.0569483476844751,0.032,0.897,1.686,0.011000000000000001,175.0,49.0,258.0,20.0,40.0,131.0,97300000.0,0.0,290000.0,0.0,15000.0,0.0,43550500.0,0.0,116771000.0,0.0,650000.0,182000.0,0.0,1.0,708.0,0.0,1.0,0.0,5.0,3.0,17.0,0.0,0.0,0.0,1.5310077519379846,1,1,1,1,1,1,3
76,Cummins Inc.,3650,Indiana,2015,42650,0.0498648088757044,0.107,0.486,0.639,0.295,125.0,15.0,24.0,0.0,0.0,33.0,1113000.0,0.0,5750.0,0.0,0.0,0.0,195000.0,0.0,1044000.0,0.0,0.0,100000.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1,1,1,0,0,1,3
77,Wendy's Co,3708,Ohio,2015,44405,0.0524484858094154,0.441,0.664,4.732,0.105,116.0,0.0,7.0,0.0,0.0,76.0,275000.0,0.0,5000.0,0.0,0.0,0.0,13578000.0,0.0,890000.0,0.0,0.0,5050000.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,1,0,1,0,0,1,6
78,Dana Inc,3734,Ohio,2015,44405,0.0524484858094154,0.34299999999999997,0.767,2.4659999999999997,0.136,116.0,0.0,7.0,0.0,0.0,76.0,275000.0,0.0,5000.0,0.0,0.0,0.0,13578000.0,0.0,890000.0,0.0,0.0,5050000.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,1,0,1,0,0,1,5
79,Danaher Corp,3735,District of Columbia,2015,75457,0.18485889843056,0.155,0.41,1.9240000000000002,0.278,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,3
80,Delta Air Lines Inc,3851,Georgia,2015,41804,0.0506710896072849,0.175,0.8240000000000001,1.3019999999999998,0.109,10.0,0.0,25.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,254000.0,0.0,743000.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,1,0,1,0,0,1,5
81,Deluxe Corp,3863,Minnesota,2015,52355,0.0607559021910124,0.311,0.588,1.2109999999999999,0.26899999999999996,4.0,0.0,41.0,0.0,1.0,108.0,15000.0,0.0,102000.0,0.0,0.0,0.0,0.0,0.0,2320000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3170731707317074,1,0,1,0,1,1,5
82,DTE Energy Co,3897,Michigan,2015,43477,0.0476402615258291,0.326,0.696,3.594,0.094,3.0,0.0,16.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,5341000.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5625,1,0,1,0,0,1,4
83,Dominion Energy Inc,4029,Virginia,2015,52742,0.0579456978682122,0.48,0.773,5.1370000000000005,0.081,68.0,0.0,7.0,0.0,0.0,227.0,257000.0,0.0,0.0,0.0,0.0,0.0,1223500.0,0.0,124000.0,0.0,0.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,0,0,1,3
84,R.R. Donnelley & Sons Co,4040,Illinois,2015,51753,0.0618501812711541,0.493,0.9129999999999999,3.324,0.10300000000000001,98.0,46.0,83.0,0.0,1.0,83.0,1141000.0,0.0,95000.0,0.0,0.0,0.0,7375000.0,0.0,50995000.0,0.0,0.0,150000.0,0.0,0.0,27.0,0.0,0.0,0.0,8.0,1.0,2.0,0.0,0.0,0.0,1.7469879518072289,1,1,1,0,1,1,5
85,Dover Corp,4058,Illinois,2015,51753,0.0618501812711541,0.322,0.584,2.023,0.18100000000000002,98.0,46.0,83.0,0.0,1.0,83.0,1141000.0,0.0,95000.0,0.0,0.0,0.0,7375000.0,0.0,50995000.0,0.0,0.0,150000.0,0.0,0.0,27.0,0.0,0.0,0.0,8.0,1.0,2.0,0.0,0.0,0.0,1.7469879518072289,1,1,1,0,1,1,3
86,DuPont  De Nemours Inc,4060,Delaware,2015,48017,0.0760134374216469,0.287,0.648,2.2880000000000003,0.14400000000000002,3.0,6.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0,0,1,4
87,Omnicom Group Inc.,4066,New York,2015,59243,0.075586163611226,0.222,0.845,2.074,0.08199999999999999,12.0,0.0,2.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,35000.0,0.0,0.0,695000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1,0,0,1,4
88,E. I. du Pont de Nemours and Co,4087,Delaware,2015,48017,0.0760134374216469,0.237,0.723,2.32,0.102,3.0,6.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0,0,1,3
89,Ducommun Inc,4091,California,2015,55833,0.0657700868581657,0.381,0.645,5.702000000000001,0.109,31.0,1.0,10.0,0.0,34.0,5.0,0.0,0.0,200000.0,0.0,0.0,0.0,193000.0,0.0,20025000.0,0.0,1956000.0,0.0,0.0,1.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.3,1,1,1,0,1,1,6
90,Duke Energy Corp,4093,North Carolina,2015,41839,0.050122223212422004,0.353,0.665,4.837,0.083,108.0,9.0,9.0,8.0,1.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,633500.0,0.0,227500.0,0.0,200000.0,9500000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5555555555555556,1,1,1,1,1,1,3
91,Dun & Bradstreet Corp (The),4094,New Jersey,2015,61153,0.0641767899206457,0.843,1.581,3.839,0.099,13.0,29.0,0.0,0.0,8.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205000.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,4
92,Flowserve Corp.,4108,Texas,2015,46553,0.0569483476844751,0.3,0.652,1.922,0.18899999999999997,175.0,49.0,258.0,20.0,40.0,131.0,97300000.0,0.0,290000.0,0.0,15000.0,0.0,43550500.0,0.0,116771000.0,0.0,650000.0,182000.0,0.0,1.0,708.0,0.0,1.0,0.0,5.0,3.0,17.0,0.0,0.0,0.0,1.5310077519379846,1,1,1,1,1,1,4
93,PerkinElmer Inc.,4145,Massachusetts,2015,63618,0.074059701852808,0.251,0.491,4.08,0.135,49.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261000.0,0.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,0,0,0,4
94,Eastman Kodak Co,4194,New York,2015,59243,0.075586163611226,0.287,0.899,2.9130000000000003,-0.057,12.0,0.0,2.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,35000.0,0.0,0.0,695000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1,0,0,1,6
95,Ecolab Inc.,4213,Minnesota,2015,52355,0.0607559021910124,0.363,0.635,2.391,0.15,4.0,0.0,41.0,0.0,1.0,108.0,15000.0,0.0,102000.0,0.0,0.0,0.0,0.0,0.0,2320000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3170731707317074,1,0,1,0,1,1,4
96,El Paso Electric Co,4241,Texas,2015,46553,0.0569483476844751,0.392,0.6829999999999999,5.218,0.11699999999999999,175.0,49.0,258.0,20.0,40.0,131.0,97300000.0,0.0,290000.0,0.0,15000.0,0.0,43550500.0,0.0,116771000.0,0.0,650000.0,182000.0,0.0,1.0,708.0,0.0,1.0,0.0,5.0,3.0,17.0,0.0,0.0,0.0,1.5310077519379846,1,1,1,1,1,1,4
97,Empire District Electric Co.,4331,Missouri,2015,43153,0.0484109476505221,0.359,0.674,4.145,0.094,267.0,45.0,51.0,0.0,1.0,117.0,7500000.0,0.0,10000.0,0.0,0.0,0.0,267959000.0,0.0,2251000.0,0.0,0.0,204000.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.5098039215686274,1,1,1,0,1,1,4
98,Energen Corp.,4351,Alabama,2015,38891,0.0412578696453489,0.156,0.41200000000000003,2.195,0.259,20.0,9.0,35.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7711000.0,0.0,1325000.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.5142857142857142,1,1,1,0,1,1,5
99,Equifax Inc.,4423,Georgia,2015,41804,0.0506710896072849,0.319,0.516,1.625,0.253,10.0,0.0,25.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,254000.0,0.0,743000.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,1,0,1,0,0,1,4
100,EQT Corp,4430,Pennsylvania,2015,50407,0.0556743752320133,0.24600000000000002,0.449,1.985,0.249,35.0,14.0,12.0,0.0,11.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,181000.0,0.0,5265000.0,0.0,3500.0,600000.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.5,1,1,1,0,1,1,4
101,NewMarket Corp,4462,Virginia,2015,52742,0.0579456978682122,0.289,0.657,0.9009999999999999,0.29,68.0,0.0,7.0,0.0,0.0,227.0,257000.0,0.0,0.0,0.0,0.0,0.0,1223500.0,0.0,124000.0,0.0,0.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,0,0,1,4
102,Exxon Mobil Corp,4503,Texas,2015,46553,0.0569483476844751,0.094,0.483,0.914,0.268,175.0,49.0,258.0,20.0,40.0,131.0,97300000.0,0.0,290000.0,0.0,15000.0,0.0,43550500.0,0.0,116771000.0,0.0,650000.0,182000.0,0.0,1.0,708.0,0.0,1.0,0.0,5.0,3.0,17.0,0.0,0.0,0.0,1.5310077519379846,1,1,1,1,1,1,1
103,FMC Corp.,4510,Pennsylvania,2015,50407,0.0556743752320133,0.34,0.6940000000000001,5.377999999999999,0.099,35.0,14.0,12.0,0.0,11.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,181000.0,0.0,5265000.0,0.0,3500.0,600000.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.5,1,1,1,0,1,1,4
104,NextEra Energy Inc,4517,Florida,2015,45273,0.0444234170031415,0.386,0.723,3.6630000000000003,0.1,68.0,0.0,30.0,0.0,1.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,18083500.0,0.0,192000.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2666666666666666,1,0,1,0,1,0,3
105,Federal-Mogul Holdings Corp,4600,Michigan,2015,43477,0.0476402615258291,0.391,0.863,5.46,0.045,3.0,0.0,16.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,5341000.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5625,1,0,1,0,0,1,6
106,Ferro Corp.,4622,Ohio,2015,44405,0.0524484858094154,0.327,0.7120000000000001,6.36,0.079,116.0,0.0,7.0,0.0,0.0,76.0,275000.0,0.0,5000.0,0.0,0.0,0.0,13578000.0,0.0,890000.0,0.0,0.0,5050000.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,1,0,1,0,0,1,5
107,Fifth Third Bancorp,4640,Ohio,2015,44405,0.0524484858094154,0.126,0.888,5.233,0.017,116.0,0.0,7.0,0.0,0.0,76.0,275000.0,0.0,5000.0,0.0,0.0,0.0,13578000.0,0.0,890000.0,0.0,0.0,5050000.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,1,0,1,0,0,1,4
108,Regions Financial Corp,4674,Alabama,2015,38891,0.0412578696453489,0.049,0.861,2.354,0.02,20.0,9.0,35.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7711000.0,0.0,1325000.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.5142857142857142,1,1,1,0,1,1,4
109,FirstMerit Corp,4678,Ohio,2015,44405,0.0524484858094154,0.086,0.885,4.11,0.013000000000000001,116.0,0.0,7.0,0.0,0.0,76.0,275000.0,0.0,5000.0,0.0,0.0,0.0,13578000.0,0.0,890000.0,0.0,0.0,5050000.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,1,0,1,0,0,1,4
110,Trustmark Corp,4685,Mississippi,2015,35206,0.035278207484697,0.078,0.882,3.41,0.02,1.0,0.0,58.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13865000.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0172413793103448,1,0,1,0,0,1,4
111,M&T Bank Corp,4699,New York,2015,59243,0.075586163611226,0.10400000000000001,0.871,3.855,0.013000000000000001,12.0,0.0,2.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,35000.0,0.0,0.0,695000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1,0,0,1,3
112,U.S. Bancorp,4723,Minnesota,2015,52355,0.0607559021910124,0.15,0.8909999999999999,5.121,0.015,4.0,0.0,41.0,0.0,1.0,108.0,15000.0,0.0,102000.0,0.0,0.0,0.0,0.0,0.0,2320000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3170731707317074,1,0,1,0,1,1,3
113,First Horizon Corp,4737,Tennessee,2015,42626,0.0491048630212845,0.11,0.9,4.8580000000000005,0.031,44.0,1.0,26.0,0.0,0.0,176.0,0.0,0.0,2110000.0,0.0,0.0,0.0,292000.0,0.0,7422000.0,0.0,0.0,64605000.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0384615384615383,1,1,1,0,0,1,5
114,Flowers Foods Inc.,4809,Georgia,2015,41804,0.0506710896072849,0.309,0.53,1.733,0.244,10.0,0.0,25.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,254000.0,0.0,743000.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,1,0,1,0,0,1,4
115,Fluor Corp,4818,Texas,2015,46553,0.0569483476844751,0.13,0.586,0.821,0.129,175.0,49.0,258.0,20.0,40.0,131.0,97300000.0,0.0,290000.0,0.0,15000.0,0.0,43550500.0,0.0,116771000.0,0.0,650000.0,182000.0,0.0,1.0,708.0,0.0,1.0,0.0,5.0,3.0,17.0,0.0,0.0,0.0,1.5310077519379846,1,1,1,1,1,1,3
116,Ford Motor Co,4839,Michigan,2015,43477,0.0476402615258291,0.574,0.878,7.172000000000001,0.079,3.0,0.0,16.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,5341000.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5625,1,0,1,0,0,1,4
117,Forest City Realty Trust Inc,4842,Ohio,2015,44405,0.0524484858094154,0.521,0.677,-27.104,0.04,116.0,0.0,7.0,0.0,0.0,76.0,275000.0,0.0,5000.0,0.0,0.0,0.0,13578000.0,0.0,890000.0,0.0,0.0,5050000.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,1,0,1,0,0,1,5
118,GATX Corp.,4941,Illinois,2015,51753,0.0618501812711541,0.622,0.8140000000000001,6.706,0.08,98.0,46.0,83.0,0.0,1.0,83.0,1141000.0,0.0,95000.0,0.0,0.0,0.0,7375000.0,0.0,50995000.0,0.0,0.0,150000.0,0.0,0.0,27.0,0.0,0.0,0.0,8.0,1.0,2.0,0.0,0.0,0.0,1.7469879518072289,1,1,1,0,1,1,4
119,TEGNA Inc,4988,Virginia,2015,52742,0.0579456978682122,0.42200000000000004,0.6890000000000001,4.14,0.107,68.0,0.0,7.0,0.0,0.0,227.0,257000.0,0.0,0.0,0.0,0.0,0.0,1223500.0,0.0,124000.0,0.0,0.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,0,0,1,5
120,General Dynamics Corp,5046,Virginia,2015,52742,0.0579456978682122,0.10400000000000001,0.667,0.758,0.16,68.0,0.0,7.0,0.0,0.0,227.0,257000.0,0.0,0.0,0.0,0.0,0.0,1223500.0,0.0,124000.0,0.0,0.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,0,0,1,3
121,General Electric Co,5047,Massachusetts,2015,63618,0.074059701852808,0.5379999999999999,0.8,20.561999999999998,0.054000000000000006,49.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261000.0,0.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,0,0,0,2
122,Ally Financial Inc,5072,Michigan,2015,43477,0.0476402615258291,0.47700000000000004,0.903,12.628,0.025,3.0,0.0,16.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,5341000.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5625,1,0,1,0,0,1,5
123,General Motors Co,5073,Michigan,2015,43477,0.0476402615258291,0.281,0.804,3.3480000000000003,0.071,3.0,0.0,16.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,5341000.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5625,1,0,1,0,0,1,4
124,Glatfelter Corp,5179,North Carolina,2015,41839,0.050122223212422004,0.257,0.5820000000000001,2.637,0.109,108.0,9.0,9.0,8.0,1.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,633500.0,0.0,227500.0,0.0,200000.0,9500000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5555555555555556,1,1,1,1,1,1,5
125,Goodyear Tire & Rubber Co,5234,Ohio,2015,44405,0.0524484858094154,0.35100000000000003,0.735,2.5540000000000003,0.025,116.0,0.0,7.0,0.0,0.0,76.0,275000.0,0.0,5000.0,0.0,0.0,0.0,13578000.0,0.0,890000.0,0.0,0.0,5050000.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,1,0,1,0,0,1,5
126,Grace (W R) & Co,5250,Maryland,2015,57036,0.0619437740349194,0.565,0.91,6.212000000000001,-0.395,30.0,11.0,6.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,35000.0,0.0,518000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1,1,1,0,0,1,5
127,Grainger (W.W.) Inc,5256,Illinois,2015,51753,0.0618501812711541,0.196,0.456,0.674,0.47600000000000003,98.0,46.0,83.0,0.0,1.0,83.0,1141000.0,0.0,95000.0,0.0,0.0,0.0,7375000.0,0.0,50995000.0,0.0,0.0,150000.0,0.0,0.0,27.0,0.0,0.0,0.0,8.0,1.0,2.0,0.0,0.0,0.0,1.7469879518072289,1,1,1,0,1,1,2
128,Gray Television Inc.,5284,Georgia,2015,41804,0.0506710896072849,0.613,0.8220000000000001,5.559,0.081,10.0,0.0,25.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,254000.0,0.0,743000.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,1,0,1,0,0,1,6
129,MoneyGram International Inc,5342,Texas,2015,46553,0.0569483476844751,0.21100000000000002,1.052,6.294,0.013000000000000001,175.0,49.0,258.0,20.0,40.0,131.0,97300000.0,0.0,290000.0,0.0,15000.0,0.0,43550500.0,0.0,116771000.0,0.0,650000.0,182000.0,0.0,1.0,708.0,0.0,1.0,0.0,5.0,3.0,17.0,0.0,0.0,0.0,1.5310077519379846,1,1,1,1,1,1,6
130,GulfMark Offshore Inc,5379,Texas,2015,46553,0.0569483476844751,0.33799999999999997,0.451,7.664,0.20600000000000002,175.0,49.0,258.0,20.0,40.0,131.0,97300000.0,0.0,290000.0,0.0,15000.0,0.0,43550500.0,0.0,116771000.0,0.0,650000.0,182000.0,0.0,1.0,708.0,0.0,1.0,0.0,5.0,3.0,17.0,0.0,0.0,0.0,1.5310077519379846,1,1,1,1,1,1,6
131,Halliburton Co,5439,Texas,2015,46553,0.0569483476844751,0.255,0.49,1.528,0.255,175.0,49.0,258.0,20.0,40.0,131.0,97300000.0,0.0,290000.0,0.0,15000.0,0.0,43550500.0,0.0,116771000.0,0.0,650000.0,182000.0,0.0,1.0,708.0,0.0,1.0,0.0,5.0,3.0,17.0,0.0,0.0,0.0,1.5310077519379846,1,1,1,1,1,1,3
132,Harsco Corp,5496,Pennsylvania,2015,50407,0.0556743752320133,0.40399999999999997,0.855,3.495,0.11900000000000001,35.0,14.0,12.0,0.0,11.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,181000.0,0.0,5265000.0,0.0,3500.0,600000.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.5,1,1,1,0,1,1,5
